kind,obj,eta_mult,init,T,min_grad_sq,bound,slack,rho_predicted,rho_empirical_1step,grows,predicted_grows,err
rate,nonconvex_sin,0.5,3.0,10000,9.971456607518812e-28,0.27408010399335636,2.7486466098312134e+26,,,,,
rate,nonconvex_sin,0.5,3.0,20000,3.3385601904687016e-28,0.13704005199667818,4.104765053747289e+26,,,,,
rate,nonconvex_sin,0.5,4.0,10,23.744729232224778,311.9661919866835,13.138334361939306,,,,,
rate,nonconvex_sin,0.5,4.0,100,10.074770374452015,31.19661919866835,3.09650920459467,,,,,
rate,nonconvex_sin,0.5,4.0,1000,0.000859377481254743,3.119661919866835,3630.141570979891,,,,,
rate,nonconvex_sin,0.5,4.0,10000,9.669103774683126e-28,0.3119661919866835,3.226423040401252e+26,,,,,
rate,nonconvex_sin,0.5,4.0,20000,6.453986589659149e-28,0.15598309599334176,2.416848777517829e+26,,,,,
rate,nonconvex_sin,0.5,5.0,10,27.13120165289376,261.62165336827394,9.642833248425983,,,,,
rate,nonconvex_sin,0.5,5.0,100,5.630431757812975,26.162165336827396,4.646564679613407,,,,,
rate,nonconvex_sin,0.5,5.0,1000,0.001136847006895542,2.6162165336827394,2301.29165825664,,,,,
rate,nonconvex_sin,0.5,5.0,10000,9.520711982547514e-28,0.261621653368274,2.7479210992607962e+26,,,,,
rate,nonconvex_sin,0.5,5.0,20000,3.0147040078665347e-28,0.130810826684137,4.339093534317156e+26,,,,,
rate,nonconvex_sin,0.5,6.0,10,23.569868523520807,304.67246006463745,12.926353821643051,,,,,
rate,nonconvex_sin,0.5,6.0,100,7.908318611938488,30.467246006463743,3.852556719258888,,,,,
rate,nonconvex_sin,0.5,6.0,1000,0.0006877780818791073,3.046724600646374,4429.8076384206515,,,,,
rate,nonconvex_sin,0.5,6.0,10000,5.887353822177267e-28,0.30467246006463744,5.175032268605239e+26,,,,,
rate,nonconvex_sin,0.5,6.0,20000,4.197041309633467e-28,0.15233623003231872,3.629609975071283e+26,,,,,
rate,nonconvex_sin,0.5,7.0,10,27.155178900639786,257.87445291477303,9.496326791229404,,,,,
rate,nonconvex_sin,0.5,7.0,100,5.562150490004097,25.787445291477304,4.636236530784393,,,,,
rate,nonconvex_sin,0.5,7.0,1000,0.002351691761480686,2.57874452914773,1096.5486937472135,,,,,
rate,nonconvex_sin,0.5,7.0,10000,1.1451019679914688e-27,0.25787445291477307,2.2519780781364814e+26,,,,,
rate,nonconvex_sin,0.5,7.0,20000,3.830060346900699e-28,0.12893722645738653,3.366454175107791e+26,,,,,
rate,nonconvex_sin,1.0,0.0,10,23.744775452723964,194.52324325832345,8.192254487544881,,,,,
rate,nonconvex_sin,1.0,0.0,100,1.2804211965416976,19.452324325832347,15.192129260567791,,,,,
rate,nonconvex_sin,1.0,0.0,1000,2.015979673930132e-05,1.9452324325832344,96490.6768524617,,,,,
rate,nonconvex_sin,1.0,0.0,10000,1.1635549755731984e-28,0.19452324325832346,1.671801052309506e+27,,,,,
rate,nonconvex_sin,1.0,0.0,20000,1.1635549755731984e-28,0.09726162162916173,8.35900526154753e+26,,,,,
rate,nonconvex_sin,1.0,1.0,10,23.67669004078613,196.27109473376416,8.289633998488052,,,,,
rate,nonconvex_sin,1.0,1.0,100,1.1025051843274265,19.627109473376414,17.802283156926613,,,,,
rate,nonconvex_sin,1.0,1.0,1000,3.0050925618635012e-06,1.9627109473376414,653128.283716005,,,,,
rate,nonconvex_sin,1.0,1.0,10000,1.078951457828018e-28,0.19627109473376417,1.819091056504687e+27,,,,,
rate,nonconvex_sin,1.0,1.0,20000,1.078951457828018e-28,0.09813554736688208,9.095455282523435e+26,,,,,
rate,nonconvex_sin,1.0,2.0,10,26.127665310883856,198.81523690278178,7.609376288969931,,,,,
rate,nonconvex_sin,1.0,2.0,100,1.2297343122300508,19.881523690278176,16.167332644580927,,,,,
rate,nonconvex_sin,1.0,2.0,1000,2.8109995769904627e-06,1.9881523690278176,707275.9403103115,,,,,
rate,nonconvex_sin,1.0,2.0,10000,1.1045840850074977e-28,0.19881523690278177,1.7999103880030307e+27,,,,,
rate,nonconvex_sin,1.0,2.0,20000,1.1045840850074977e-28,0.09940761845139089,8.999551940015154e+26,,,,,
rate,nonconvex_sin,1.0,3.0,10,23.33837596420964,186.98251097032355,8.011804731274744,,,,,
rate,nonconvex_sin,1.0,3.0,100,1.1321230229516615,18.698251097032355,16.516094733487915,,,,,
rate,nonconvex_sin,1.0,3.0,1000,1.6158392320422547e-06,1.8698251097032352,1157185.1163311393,,,,,
rate,nonconvex_sin,1.0,3.0,10000,1.0501447526458095e-28,0.18698251097032353,1.7805403540723931e+27,,,,,
rate,nonconvex_sin,1.0,3.0,20000,1.0501447526458095e-28,0.09349125548516177,8.902701770361966e+26,,,,,
rate,nonconvex_sin,1.0,4.0,10,25.910228927337588,211.39964512267073,8.158926179908251,,,,,
rate,nonconvex_sin,1.0,4.0,100,1.3715091732526663,21.139964512267074,15.413651563213106,,,,,
rate,nonconvex_sin,1.0,4.0,1000,3.293018006069769e-06,2.1139964512267073,641963.2225909906,,,,,
rate,nonconvex_sin,1.0,4.0,10000,5.535593147581563e-29,0.21139964512267076,3.818915868393053e+27,,,,,
rate,nonconvex_sin,1.0,4.0,20000,5.535593147581563e-29,0.10569982256133538,1.9094579341965265e+27,,,,,
rate,nonconvex_sin,1.0,5.0,10,25.63322560766521,208.33573171144235,8.127565952883543,,,,,
rate,nonconvex_sin,1.0,5.0,100,1.6738516645375974,20.833573171144234,12.446487112643593,,,,,
rate,nonconvex_sin,1.0,5.0,1000,1.5994969655077279e-06,2.0833573171144235,1302507.8271737164,,,,,
rate,nonconvex_sin,1.0,5.0,10000,7.694997166543148e-29,0.20833573171144237,2.7074179132548506e+27,,,,,
rate,nonconvex_sin,1.0,5.0,20000,7.694997166543148e-29,0.10416786585572119,1.3537089566274253e+27,,,,,
rate,nonconvex_sin,1.0,6.0,10,24.903629848414482,185.2098067613513,7.437060697123351,,,,,
rate,nonconvex_sin,1.0,6.0,100,0.8819005946856276,18.520980676135128,21.001211233718838,,,,,
rate,nonconvex_sin,1.0,6.0,1000,1.2029667369432692e-06,1.852098067613513,1539608.7113095764,,,,,
rate,nonconvex_sin,1.0,6.0,10000,3.5000520272892644e-29,0.18520980676135132,5.291630104847139e+27,,,,,
rate,nonconvex_sin,1.0,6.0,20000,3.3722878650790994e-29,0.09260490338067566,2.7460557071542746e+27,,,,,
rate,nonconvex_sin,1.0,7.0,10,23.01654362070059,191.40343202661583,8.315906818192792,,,,,
rate,nonconvex_sin,1.0,7.0,100,1.614604182688281,19.140343202661583,11.854511098065734,,,,,
rate,nonconvex_sin,1.0,7.0,1000,3.6923855041681084e-06,1.9140343202661583,518373.37084806606,,,,,
rate,nonconvex_sin,1.0,7.0,10000,6.36771252044782e-29,0.19140343202661583,3.005842858200437e+27,,,,,
rate,nonconvex_sin,1.0,7.0,20000,6.36771252044782e-29,0.09570171601330792,1.5029214291002184e+27,,,,,
rate,nonconvex_sin,1.5,0.0,10,22.961666871399377,275.3565022529269,11.992008411022885,,,,,
rate,nonconvex_sin,1.5,0.0,100,0.30677213808875076,27.535650225292688,89.75929299461505,,,,,
rate,nonconvex_sin,1.5,0.0,1000,8.943591795231722e-09,2.7535650225292683,307881339.57515055,,,,,
rate,nonconvex_sin,1.5,0.0,10000,2.626539870072744e-29,0.27535650225292685,1.0483621641932307e+28,,,,,
rate,nonconvex_sin,1.5,0.0,20000,2.626539870072744e-29,0.13767825112646342,5.241810820966154e+27,,,,,
rate,nonconvex_sin,1.5,1.0,10,22.77011638766766,272.1348578914155,11.951403904057525,,,,,
rate,nonconvex_sin,1.5,1.0,100,0.54620720061186,27.21348578914155,49.82264195465945,,,,,
rate,nonconvex_sin,1.5,1.0,1000,5.891314638144041e-09,2.7213485789141547,461925520.20468384,,,,,
rate,nonconvex_sin,1.5,1.0,10000,1.7434752043169864e-29,0.2721348578914155,1.5608759861774202e+28,,,,,
rate,nonconvex_sin,1.5,1.0,20000,1.7434752043169864e-29,0.13606742894570775,7.804379930887101e+27,,,,,
rate,nonconvex_sin,1.5,2.0,10,23.22435096590431,255.3915744589774,10.99671525089842,,,,,
rate,nonconvex_sin,1.5,2.0,100,0.2616314769321636,25.53915744589774,97.6150031539194,,,,,
rate,nonconvex_sin,1.5,2.0,1000,3.2953789617904177e-09,2.5539157445897738,774999104.5649577,,,,,
rate,nonconvex_sin,1.5,2.0,10000,2.2411416798768013e-29,0.25539157445897737,1.1395601480804935e+28,,,,,
rate,nonconvex_sin,1.5,2.0,20000,2.2411416798768013e-29,0.12769578722948868,5.697800740402468e+27,,,,,
rate,nonconvex_sin,1.5,3.0,10,24.28740311069211,271.223631368485,11.167255310596934,,,,,
rate,nonconvex_sin,1.5,3.0,100,0.27853154554887255,27.1223631368485,97.37627055277109,,,,,
rate,nonconvex_sin,1.5,3.0,1000,3.384990618786038e-09,2.7122363136848495,801253716.5191734,,,,,
rate,nonconvex_sin,1.5,3.0,10000,3.298226755956263e-29,0.271223631368485,8.223316692179597e+27,,,,,
rate,nonconvex_sin,1.5,3.0,20000,3.298226755956263e-29,0.1356118156842425,4.1116583460897983e+27,,,,,
rate,nonconvex_sin,1.5,4.0,10,20.930051062943654,243.2399681326474,11.621565919793676,,,,,
rate,nonconvex_sin,1.5,4.0,100,0.38622439173951195,24.323996813264742,62.97892451513005,,,,,
rate,nonconvex_sin,1.5,4.0,1000,4.520452776244014e-09,2.432399681326474,538087621.2465433,,,,,
rate,nonconvex_sin,1.5,4.0,10000,3.3481686863377315e-29,0.2432399681326474,7.264865988538537e+27,,,,,
rate,nonconvex_sin,1.5,4.0,20000,3.3481686863377315e-29,0.1216199840663237,3.6324329942692684e+27,,,,,
rate,nonconvex_sin,1.5,5.0,10,20.019223959720154,236.04530860288787,11.790932010043186,,,,,
rate,nonconvex_sin,1.5,5.0,100,0.4020306389196591,23.604530860288786,58.7132635555318,,,,,
rate,nonconvex_sin,1.5,5.0,1000,4.047431288130689e-09,2.3604530860288784,583197815.5999917,,,,,
rate,nonconvex_sin,1.5,5.0,10000,3.5673003842126023e-29,0.23604530860288786,6.616917085186515e+27,,,,,
rate,nonconvex_sin,1.5,5.0,20000,3.5673003842126023e-29,0.11802265430144393,3.3084585425932575e+27,,,,,
rate,nonconvex_sin,1.5,6.0,10,20.33792903383936,265.5029428948792,13.054571212886074,,,,,
rate,nonconvex_sin,1.5,6.0,100,0.3802818402727468,26.550294289487923,69.81741297571676,,,,,
rate,nonconvex_sin,1.5,6.0,1000,5.388406244639567e-09,2.655029428948792,492730003.7167832,,,,,
rate,nonconvex_sin,1.5,6.0,10000,2.185628901905481e-29,0.2655029428948792,1.2147668008206137e+28,,,,,
rate,nonconvex_sin,1.5,6.0,20000,2.185628901905481e-29,0.1327514714474396,6.073834004103069e+27,,,,,
rate,nonconvex_sin,1.5,7.0,10,24.955921271719806,284.849275823627,11.414095786013712,,,,,
rate,nonconvex_sin,1.5,7.0,100,0.3147211224086385,28.4849275823627,90.50847100557,,,,,
rate,nonconvex_sin,1.5,7.0,1000,4.677253456562746e-09,2.8484927582362696,609009707.2330972,,,,,
rate,nonconvex_sin,1.5,7.0,10000,3.17985292099283e-29,0.28484927582362696,8.957938712922919e+27,,,,,
rate,nonconvex_sin,1.5,7.0,20000,3.17985292099283e-29,0.14242463791181348,4.4789693564614596e+27,,,,,
rate,nonconvex_sin,1.9,0.0,10,21.52437398607986,1070.9326056056775,49.75441359169219,,,,,
rate,nonconvex_sin,1.9,0.0,100,0.1905963870299198,107.09326056056773,561.8850505479742,,,,,
rate,nonconvex_sin,1.9,0.0,1000,3.264964832566052e-11,10.709326056056772,328007393808.2798,,,,,
rate,nonconvex_sin,1.9,0.0,10000,2.3269454302650732e-29,1.0709326056056774,4.602310787682212e+28,,,,,
rate,nonconvex_sin,1.9,0.0,20000,2.3269454302650732e-29,0.5354663028028387,2.301155393841106e+28,,,,,
rate,nonconvex_sin,1.9,1.0,10,17.939844217319205,982.9902282134,54.793688078094725,,,,,
rate,nonconvex_sin,1.9,1.0,100,0.16629764706768932,98.29902282133999,591.1029082770403,,,,,
rate,nonconvex_sin,1.9,1.0,1000,2.207290211275183e-11,9.829902282133999,445338009108.2416,,,,,
rate,nonconvex_sin,1.9,1.0,10000,1.7273860481964048e-29,0.9829902282134,5.690622714243628e+28,,,,,
rate,nonconvex_sin,1.9,1.0,20000,1.7273860481964048e-29,0.4914951141067,2.845311357121814e+28,,,,,
rate,nonconvex_sin,1.9,2.0,10,18.558266218524448,1044.011097408158,56.2558530584096,,,,,
rate,nonconvex_sin,1.9,2.0,100,0.35105335025025347,104.40110974081578,297.39385670694196,,,,,
rate,nonconvex_sin,1.9,2.0,1000,5.8160282489638814e-11,10.440110974081579,179505850507.88693,,,,,
rate,nonconvex_sin,1.9,2.0,10000,2.1570730819037707e-29,1.044011097408158,4.839943097740313e+28,,,,,
rate,nonconvex_sin,1.9,2.0,20000,2.1570730819037707e-29,0.522005548704079,2.4199715488701567e+28,,,,,
rate,nonconvex_sin,1.9,3.0,10,17.36560049097114,885.0942130651312,50.96824688125909,,,,,
rate,nonconvex_sin,1.9,3.0,100,0.17767975820467005,88.50942130651309,498.1401494511193,,,,,
rate,nonconvex_sin,1.9,3.0,1000,2.1088173927137793e-11,8.85094213065131,419711168981.8375,,,,,
rate,nonconvex_sin,1.9,3.0,10000,2.1956496490536586e-29,0.885094213065131,4.031126794052108e+28,,,,,
rate,nonconvex_sin,1.9,3.0,20000,2.1956496490536586e-29,0.4425471065325655,2.015563397026054e+28,,,,,
rate,nonconvex_sin,1.9,4.0,10,19.677885766124874,1057.0207079431143,53.71617258611982,,,,,
rate,nonconvex_sin,1.9,4.0,100,0.49263360731684885,105.70207079431141,214.56528589273984,,,,,
rate,nonconvex_sin,1.9,4.0,1000,1.9862523999189605e-11,10.570207079431142,532168372955.13947,,,,,
rate,nonconvex_sin,1.9,4.0,10000,7.043925382839363e-30,1.0570207079431142,1.5006131531692002e+29,,,,,
rate,nonconvex_sin,1.9,4.0,20000,6.594220748821191e-30,0.5285103539715571,8.014750705244978e+28,,,,,
rate,nonconvex_sin,1.9,5.0,10,19.882410906357045,1059.733862990125,53.30006848672935,,,,,
rate,nonconvex_sin,1.9,5.0,100,0.25481703018713325,105.97338629901249,415.8803131061823,,,,,
rate,nonconvex_sin,1.9,5.0,1000,3.3420896918673974e-11,10.59733862990125,317087200133.7574,,,,,
rate,nonconvex_sin,1.9,5.0,10000,1.0962388194562248e-29,1.059733862990125,9.666998141114838e+28,,,,,
rate,nonconvex_sin,1.9,5.0,20000,1.0962388194562248e-29,0.5298669314950625,4.833499070557419e+28,,,,,
rate,nonconvex_sin,1.9,6.0,10,19.437199080295006,1105.7193439219561,56.88676333221845,,,,,
rate,nonconvex_sin,1.9,6.0,100,0.2547857929530264,110.57193439219559,433.9799841688237,,,,,
rate,nonconvex_sin,1.9,6.0,1000,4.321442160809905e-11,11.05719343921956,255868134473.59134,,,,,
rate,nonconvex_sin,1.9,6.0,10000,1.6293202825066003e-29,1.1057193439219561,6.786384210603951e+28,,,,,
rate,nonconvex_sin,1.9,6.0,20000,1.6293202825066003e-29,0.5528596719609781,3.3931921053019756e+28,,,,,
rate,nonconvex_sin,1.9,7.0,10,22.84893751875447,1168.288113352773,51.13096013299695,,,,,
rate,nonconvex_sin,1.9,7.0,100,0.1986959786960094,116.82881133527728,587.9777341343026,,,,,
rate,nonconvex_sin,1.9,7.0,1000,2.480221423869625e-11,11.68288113352773,471041860258.59644,,,,,
rate,nonconvex_sin,1.9,7.0,10000,2.0250355651161058e-29,1.168288113352773,5.769222691581661e+28,,,,,
rate,nonconvex_sin,1.9,7.0,20000,2.0250355651161058e-29,0.5841440566763865,2.8846113457908303e+28,,,,,
threshold,,0.5,,200,,,,0.4999999999999999,0.5000000000000006,False,False,6.661338147750939e-16
threshold,,1.0,,200,,,,2.220446049250313e-16,4.593543159442318e-15,False,False,4.371498554517287e-15
threshold,,1.5,,200,,,,0.5000000000000004,0.49999999999999833,False,False,2.1094237467877974e-15
threshold,,1.9,,200,,,,0.9000000000000004,0.8999999999999974,False,False,2.9976021664879227e-15
threshold,,1.99,,200,,,,0.9900000000000004,0.9899999999999974,False,False,2.9976021664879227e-15
threshold,,1.999,,200,,,,0.9990000000000006,0.9989999999999974,False,False,3.1086244689504383e-15
threshold,,2.001,,200,,,,1.0010000000000003,1.0009999999999972,True,True,3.1086244689504383e-15
threshold,,2.01,,200,,,,1.0100000000000002,1.0099999999999973,True,True,2.886579864025407e-15
threshold,,2.1,,200,,,,1.1000000000000005,1.0999999999999974,True,True,3.1086244689504383e-15
threshold,,3.0,,200,,,,2.000000000000001,1.9999999999999964,True,True,4.440892098500626e-15
