subspace,n,m,B,radius,lambda_max,bound,ratio,B_eff,ratio_eff,kind,random_dir_lambda_max,random_dir_ratio_eff
gl,32,16.0,1.0,0.01,0.0746150237864204,1.0,0.0746150237864204,1.0000000000000004,0.07461502378642033,random_features,,
gl,32,16.0,1.0,0.1,0.07470644813989982,1.0,0.07470644813989982,1.0000000000000004,0.07470644813989975,random_features,,
gl,32,16.0,1.0,1.0,0.07620662190643054,1.0,0.07620662190643054,1.0000000000000004,0.07620662190643047,random_features,,
gl,32,16.0,1.0,10.0,0.14168378384902372,1.0,0.14168378384902372,1.0000000000000004,0.14168378384902358,random_features,,
gl,32,16.0,1.0,100.0,0.44333745498147725,1.0,0.44333745498147725,1.0000000000000004,0.44333745498147686,random_features,,
gl,32,16.0,1.0,1000.0,0.34643080826585193,1.0,0.34643080826585193,1.0000000000000004,0.3464308082658516,random_features,,
gl,32,16.0,1.0,10000.0,1.1431771362073927e-05,1.0,1.1431771362073927e-05,1.0000000000000004,1.1431771362073917e-05,random_features,,
so,32,16.0,2.0,0.01,0.15907533344738997,4.0,0.03976883336184749,1.4422631061189015,0.07647400831472558,random_features,,
so,32,16.0,2.0,0.1,0.15946065093060566,4.0,0.039865162732651414,1.4422631061189015,0.07665924616258456,random_features,,
so,32,16.0,2.0,1.0,0.16687389694191435,4.0,0.041718474235478586,1.4422631061189015,0.08022309622545694,random_features,,
so,32,16.0,2.0,10.0,0.4091285242631648,4.0,0.1022821310657912,1.4422631061189015,0.1966847875672708,random_features,,
so,32,16.0,2.0,100.0,0.9979034288994244,4.0,0.2494758572248561,1.4422631061189015,0.47973292568446196,random_features,,
so,32,16.0,2.0,1000.0,0.9596944114600525,4.0,0.23992360286501313,1.4422631061189015,0.4613642908117122,random_features,,
so,32,16.0,2.0,10000.0,0.11603813655360898,4.0,0.029009534138402245,1.4422631061189015,0.05578427042908426,random_features,,
sym,32,16.0,2.0,0.01,0.16477292171953298,4.0,0.041193230429883244,1.4746865197330283,0.07576810438393645,random_features,,
sym,32,16.0,2.0,0.1,0.1655510368342002,4.0,0.04138775920855005,1.4746865197330283,0.07612590775730368,random_features,,
sym,32,16.0,2.0,1.0,0.17881548730373859,4.0,0.044703871825934646,1.4746865197330283,0.08222534604657691,random_features,,
sym,32,16.0,2.0,10.0,0.5036518777929571,4.0,0.12591296944823926,1.4746865197330283,0.2315959907219307,random_features,,
sym,32,16.0,2.0,100.0,0.9577498078330686,4.0,0.23943745195826716,1.4746865197330283,0.44040541768816976,random_features,,
sym,32,16.0,2.0,1000.0,0.46570975889725097,4.0,0.11642743972431274,1.4746865197330283,0.21414893452460898,random_features,,
sym,32,16.0,2.0,10000.0,1.4786041226230965e-08,4.0,3.6965103065577413e-09,1.4746865197330283,6.79911664709802e-09,random_features,,
sl,32,16.0,2.0,0.01,0.29727849056198286,4.0,0.07431962264049571,1.9999999977288196,0.07431962280928898,random_features,,
sl,32,16.0,2.0,0.1,0.298178788123569,4.0,0.07454469703089225,1.9999999977288196,0.0745446972001967,random_features,,
sl,32,16.0,2.0,1.0,0.3155337606023361,4.0,0.07888344015058403,1.9999999977288196,0.07888344032974255,random_features,,
sl,32,16.0,2.0,10.0,0.9062777271810919,4.0,0.22656943179527297,1.9999999977288196,0.22656943230985302,random_features,,
sl,32,16.0,2.0,100.0,1.924078696059735,4.0,0.48101967401493373,1.9999999977288196,0.48101967510741617,random_features,,
sl,32,16.0,2.0,1000.0,1.1414298814565744,4.0,0.2853574703641436,1.9999999977288196,0.2853574710122419,random_features,,
sl,32,16.0,2.0,10000.0,1.6361308673750193e-06,4.0,4.0903271684375483e-07,1.9999999977288196,4.090327177727419e-07,random_features,,
gl,32,16.0,2.0,0.01,0.29802900915214753,4.0,0.07450725228803688,2.0000000000000018,0.07450725228803674,random_features,,
gl,32,16.0,2.0,0.1,0.2989351157157773,4.0,0.07473377892894432,2.0000000000000018,0.07473377892894419,random_features,,
gl,32,16.0,2.0,1.0,0.31605844710710584,4.0,0.07901461177677646,2.0000000000000018,0.07901461177677632,random_features,,
gl,32,16.0,2.0,10.0,0.9246645063757584,4.0,0.2311661265939396,2.0000000000000018,0.23116612659393918,random_features,,
gl,32,16.0,2.0,100.0,1.953187867522147,4.0,0.48829696688053675,2.0000000000000018,0.48829696688053587,random_features,,
gl,32,16.0,2.0,1000.0,0.9638306727499089,4.0,0.24095766818747721,2.0000000000000018,0.2409576681874768,random_features,,
gl,32,16.0,2.0,10000.0,2.6301915554000872e-08,4.0,6.575478888500218e-09,2.0000000000000018,6.5754788885002065e-09,random_features,,
so,32,64.0,0.5,0.01,0.0034512433203939324,0.25,0.01380497328157573,0.3738488992153843,0.02469354073760471,random_features,,
so,32,64.0,0.5,0.1,0.003453147132060153,0.25,0.013812588528240612,0.3738488992153843,0.02470716245203404,random_features,,
so,32,64.0,0.5,1.0,0.003474293224567307,0.25,0.013897172898269227,0.3738488992153843,0.024858462099231027,random_features,,
so,32,64.0,0.5,10.0,0.003894677788741117,0.25,0.015578711154964469,0.3738488992153843,0.027866300839416203,random_features,,
so,32,64.0,0.5,100.0,0.032116126857220484,0.25,0.12846450742888194,0.3738488992153843,0.22978990852268655,random_features,,
so,32,64.0,0.5,1000.0,0.060024141133258636,0.25,0.24009656453303455,0.3738488992153843,0.42947089982188624,random_features,,
so,32,64.0,0.5,10000.0,0.0539751541949927,0.25,0.2159006167799708,0.3738488992153843,0.38619058269714085,random_features,,
sym,32,64.0,0.5,0.01,0.003424648518112982,0.25,0.013698594072451928,0.3761414431215293,0.024205476268016498,random_features,,
sym,32,64.0,0.5,0.1,0.003426343343961406,0.25,0.013705373375845624,0.3761414431215293,0.024217455327074814,random_features,,
sym,32,64.0,0.5,1.0,0.003445617531018218,0.25,0.013782470124072872,0.3761414431215293,0.02435368562192739,random_features,,
sym,32,64.0,0.5,10.0,0.0042286249946675205,0.25,0.016914499978670082,0.3761414431215293,0.029887996217248376,random_features,,
sym,32,64.0,0.5,100.0,0.03616203218481166,0.25,0.14464812873924665,0.3761414431215293,0.2555938827658197,random_features,,
sym,32,64.0,0.5,1000.0,0.05806042193225823,0.25,0.23224168772903292,0.3761414431215293,0.4103720886272676,random_features,,
sym,32,64.0,0.5,10000.0,0.0036611711966768714,0.25,0.014644684786707485,0.3761414431215293,0.025877222741427012,random_features,,
sl,32,64.0,0.5,0.01,0.005921798604485765,0.25,0.02368719441794306,0.4999990727095677,0.02368728227782248,random_features,,
sl,32,64.0,0.5,0.1,0.005924081468956682,0.25,0.023696325875826728,0.4999990727095677,0.023696413769576295,random_features,,
sl,32,64.0,0.5,1.0,0.005952810806786371,0.25,0.023811243227145482,0.4999990727095677,0.023811331547143277,random_features,,
sl,32,64.0,0.5,10.0,0.007334379632619232,0.25,0.02933751853047693,0.4999990727095677,0.029337627348380607,random_features,,
sl,32,64.0,0.5,100.0,0.07612003650610025,0.25,0.304480146024401,0.4999990727095677,0.30448127539364767,random_features,,
sl,32,64.0,0.5,1000.0,0.11961884914867044,0.25,0.47847539659468175,0.4999990727095677,0.4784771713422482,random_features,,
sl,32,64.0,0.5,10000.0,0.11616901095905804,0.25,0.4646760438362322,0.4999990727095677,0.46467776739962513,random_features,,
gl,32,64.0,0.5,0.01,0.005922458957145211,0.25,0.023689835828580846,0.5000000000000003,0.023689835828580814,random_features,,
gl,32,64.0,0.5,0.1,0.005924244954072252,0.25,0.02369697981628901,0.5000000000000003,0.023696979816288977,random_features,,
gl,32,64.0,0.5,1.0,0.005945052218386521,0.25,0.023780208873546083,0.5000000000000003,0.023780208873546052,random_features,,
gl,32,64.0,0.5,10.0,0.008234992864432897,0.25,0.03293997145773159,0.5000000000000003,0.032939971457731546,random_features,,
gl,32,64.0,0.5,100.0,0.0691992174156558,0.25,0.2767968696626232,0.5000000000000003,0.2767968696626228,random_features,,
gl,32,64.0,0.5,1000.0,0.12138148738995173,0.25,0.48552594955980694,0.5000000000000003,0.48552594955980627,random_features,,
gl,32,64.0,0.5,10000.0,0.056414910527783156,0.25,0.22565964211113262,0.5000000000000003,0.22565964211113232,random_features,,
so,32,64.0,1.0,0.01,0.01378123883575606,1.0,0.01378123883575606,0.7352005127896413,0.025496270420763203,random_features,,
so,32,64.0,1.0,0.1,0.013799517787671356,1.0,0.013799517787671356,0.7352005127896413,0.025530087779753553,random_features,,
so,32,64.0,1.0,1.0,0.014006485849313039,1.0,0.014006485849313039,0.7352005127896413,0.025912993390124834,random_features,,
so,32,64.0,1.0,10.0,0.023333797109739998,1.0,0.023333797109739998,0.7352005127896413,0.04316918153320107,random_features,,
so,32,64.0,1.0,100.0,0.20851115822124044,1.0,0.20851115822124044,0.7352005127896413,0.38576044861525915,random_features,,
so,32,64.0,1.0,1000.0,0.24212998213920908,1.0,0.24212998213920908,0.7352005127896413,0.4479576600601855,random_features,,
so,32,64.0,1.0,10000.0,0.22416571453784212,1.0,0.22416571453784212,0.7352005127896413,0.41472248939562606,random_features,,
sym,32,64.0,1.0,0.01,0.01406118073025048,1.0,0.01406118073025048,0.7583670408153128,0.02444910075917141,random_features,,
sym,32,64.0,1.0,0.1,0.014072976203580868,1.0,0.014072976203580868,0.7583670408153128,0.024469610325294572,random_features,,
sym,32,64.0,1.0,1.0,0.014214781701580958,1.0,0.014214781701580958,0.7583670408153128,0.024716176881497774,random_features,,
sym,32,64.0,1.0,10.0,0.025351930772884362,1.0,0.025351930772884362,0.7583670408153128,0.04408107126966333,random_features,,
sym,32,64.0,1.0,100.0,0.20486992525870135,1.0,0.20486992525870135,0.7583670408153128,0.3562208281981651,random_features,,
sym,32,64.0,1.0,1000.0,0.2220058163254403,1.0,0.2220058163254403,0.7583670408153128,0.3860161302660465,random_features,,
sym,32,64.0,1.0,10000.0,0.003103006182649722,1.0,0.003103006182649722,0.7583670408153128,0.005395401159500171,random_features,,
sl,32,64.0,1.0,0.01,0.023759208440666684,1.0,0.023759208440666684,0.9999997973875085,0.023759218068494445,random_features,,
sl,32,64.0,1.0,0.1,0.023770312969360368,1.0,0.023770312969360368,0.9999997973875085,0.02377032260168796,random_features,,
sl,32,64.0,1.0,1.0,0.02396678644087876,1.0,0.02396678644087876,0.9999997973875085,0.023966796152822337,random_features,,
sl,32,64.0,1.0,10.0,0.04563607412906939,1.0,0.04563607412906939,0.9999997973875085,0.04563609262195237,random_features,,
sl,32,64.0,1.0,100.0,0.4398721268461484,1.0,0.4398721268461484,0.9999997973875085,0.43987230509337766,random_features,,
sl,32,64.0,1.0,1000.0,0.4704785372310151,1.0,0.4704785372310151,0.9999997973875085,0.47047872788073025,random_features,,
sl,32,64.0,1.0,10000.0,0.006748021171163636,1.0,0.006748021171163636,0.9999997973875085,0.00674802390563123,random_features,,
gl,32,64.0,1.0,0.01,0.023788375689019585,1.0,0.023788375689019585,1.000000000000001,0.023788375689019533,random_features,,
gl,32,64.0,1.0,0.1,0.023807190428924686,1.0,0.023807190428924686,1.000000000000001,0.023807190428924634,random_features,,
gl,32,64.0,1.0,1.0,0.024054951823074967,1.0,0.024054951823074967,1.000000000000001,0.024054951823074915,random_features,,
gl,32,64.0,1.0,10.0,0.044214969822822976,1.0,0.044214969822822976,1.000000000000001,0.04421496982282288,random_features,,
gl,32,64.0,1.0,100.0,0.3541113367374987,1.0,0.3541113367374987,1.000000000000001,0.35411133673749795,random_features,,
gl,32,64.0,1.0,1000.0,0.48692065351662633,1.0,0.48692065351662633,1.000000000000001,0.4869206535166253,random_features,,
gl,32,64.0,1.0,10000.0,0.045642089745979116,1.0,0.045642089745979116,1.000000000000001,0.04564208974597901,random_features,,
so,32,64.0,2.0,0.01,0.05292029791725923,4.0,0.013230074479314808,1.4612134554935612,0.024785344228797558,random_features,,
so,32,64.0,2.0,0.1,0.05302414900719947,4.0,0.013256037251799867,1.4612134554935612,0.024833983127556764,random_features,,
so,32,64.0,2.0,1.0,0.05457558350948157,4.0,0.013643895877370393,1.4612134554935612,0.025560601073805218,random_features,,
so,32,64.0,2.0,10.0,0.146684950878691,4.0,0.03667123771967275,1.4612134554935612,0.06870023684290152,random_features,,
so,32,64.0,2.0,100.0,0.9645647052392601,4.0,0.24114117630981502,1.4612134554935612,0.45175611610657146,random_features,,
so,32,64.0,2.0,1000.0,0.9849578985946552,4.0,0.2462394746486638,1.4612134554935612,0.46130731549755316,random_features,,
so,32,64.0,2.0,10000.0,0.2549523780672397,4.0,0.06373809451680992,1.4612134554935612,0.11940753739192746,random_features,,
sym,32,64.0,2.0,0.01,0.05452780845055648,4.0,0.01363195211263912,1.4782722699306732,0.024952219520997965,random_features,,
sym,32,64.0,2.0,0.1,0.054642322748363975,4.0,0.013660580687090994,1.4782722699306732,0.025004621881891977,random_features,,
sym,32,64.0,2.0,1.0,0.05634575119869121,4.0,0.014086437799672802,1.4782722699306732,0.025784119936896693,random_features,,
sym,32,64.0,2.0,10.0,0.1672213538620918,4.0,0.04180533846552295,1.4782722699306732,0.07652139428909714,random_features,,
sym,32,64.0,2.0,100.0,0.8906391456739053,4.0,0.22265978641847634,1.4782722699306732,0.40756128126808244,random_features,,
sym,32,64.0,2.0,1000.0,0.4828338279456392,4.0,0.1207084569864098,1.4782722699306732,0.2209473662963691,random_features,,
sym,32,64.0,2.0,10000.0,4.472674481949756e-08,4.0,1.118168620487439e-08,1.4782722699306732,2.0467199891367943e-08,random_features,,
sl,32,64.0,2.0,0.01,0.09274659732255632,4.0,0.02318664933063908,1.9999999948844789,0.023186649449250873,random_features,,
sl,32,64.0,2.0,0.1,0.09299243495941943,4.0,0.023248108739854858,1.9999999948844789,0.02324810885878105,random_features,,
sl,32,64.0,2.0,1.0,0.09654224536571997,4.0,0.024135561341429992,1.9999999948844789,0.024135561464895965,random_features,,
sl,32,64.0,2.0,10.0,0.2964958650292846,4.0,0.07412396625732115,1.9999999948844789,0.07412396663650386,random_features,,
sl,32,64.0,2.0,100.0,1.8308781890431258,4.0,0.45771954726078146,1.9999999948844789,0.45771954960225547,random_features,,
sl,32,64.0,2.0,1000.0,1.703219590791112,4.0,0.425804897697778,1.9999999948844789,0.42580489987599196,random_features,,
sl,32,64.0,2.0,10000.0,0.002507748548559821,4.0,0.0006269371371399553,1.9999999948844789,0.0006269371403470654,random_features,,
gl,32,64.0,2.0,0.01,0.09277768880664687,4.0,0.023194422201661718,2.0000000000000018,0.023194422201661676,random_features,,
gl,32,64.0,2.0,0.1,0.09302585067972813,4.0,0.023256462669932032,2.0000000000000018,0.02325646266993199,random_features,,
gl,32,64.0,2.0,1.0,0.09716669249489673,4.0,0.024291673123724183,2.0000000000000018,0.024291673123724142,random_features,,
gl,32,64.0,2.0,10.0,0.3567206802895039,4.0,0.08918017007237597,2.0000000000000018,0.08918017007237582,random_features,,
gl,32,64.0,2.0,100.0,1.882951353019199,4.0,0.47073783825479976,2.0000000000000018,0.4707378382547989,random_features,,
gl,32,64.0,2.0,1000.0,1.9760448819093843,4.0,0.4940112204773461,2.0000000000000018,0.4940112204773452,random_features,,
gl,32,64.0,2.0,10000.0,0.5707853010763445,4.0,0.14269632526908613,2.0000000000000018,0.14269632526908588,random_features,,
so,32,,1.0,0.01,0.9999999999999996,1.0,0.9999999999999996,,,exact_witness,,
so,32,,1.0,0.1,0.9999999999999996,1.0,0.9999999999999996,,,exact_witness,,
so,32,,1.0,1.0,0.9999999999999996,1.0,0.9999999999999996,,,exact_witness,,
so,32,,1.0,10.0,0.9999999999999996,1.0,0.9999999999999996,,,exact_witness,,
so,32,,1.0,100.0,0.9999999999999996,1.0,0.9999999999999996,,,exact_witness,,
so,32,,1.0,1000.0,0.9999999999999996,1.0,0.9999999999999996,,,exact_witness,,
so,32,,1.0,10000.0,0.9999999999999996,1.0,0.9999999999999996,,,exact_witness,,
sym,32,,1.0,0.01,0.9999999999999993,1.0,0.9999999999999993,,,exact_witness,,
sym,32,,1.0,0.1,0.9999999999999993,1.0,0.9999999999999993,,,exact_witness,,
sym,32,,1.0,1.0,0.9999999999999992,1.0,0.9999999999999992,,,exact_witness,,
sym,32,,1.0,10.0,0.9999999999999991,1.0,0.9999999999999991,,,exact_witness,,
sym,32,,1.0,100.0,0.9999999999999996,1.0,0.9999999999999996,,,exact_witness,,
sym,32,,1.0,1000.0,0.9999999999999994,1.0,0.9999999999999994,,,exact_witness,,
sym,32,,1.0,10000.0,0.9999999999999994,1.0,0.9999999999999994,,,exact_witness,,
sl,32,,1.0,0.01,0.9999999999999998,1.0,0.9999999999999998,,,exact_witness,,
sl,32,,1.0,0.1,0.9999999999999998,1.0,0.9999999999999998,,,exact_witness,,
sl,32,,1.0,1.0,0.9999999999999998,1.0,0.9999999999999998,,,exact_witness,,
sl,32,,1.0,10.0,0.9999999999999996,1.0,0.9999999999999996,,,exact_witness,,
sl,32,,1.0,100.0,0.9999999999999996,1.0,0.9999999999999996,,,exact_witness,,
sl,32,,1.0,1000.0,0.9999999999999993,1.0,0.9999999999999993,,,exact_witness,,
sl,32,,1.0,10000.0,0.9999999999999996,1.0,0.9999999999999996,,,exact_witness,,
gl,32,,1.0,0.01,1.0000000000000004,1.0,1.0000000000000004,,,exact_witness,,
gl,32,,1.0,0.1,1.0000000000000004,1.0,1.0000000000000004,,,exact_witness,,
gl,32,,1.0,1.0,1.0000000000000004,1.0,1.0000000000000004,,,exact_witness,,
gl,32,,1.0,10.0,1.0000000000000002,1.0,1.0000000000000002,,,exact_witness,,
gl,32,,1.0,100.0,1.0000000000000004,1.0,1.0000000000000004,,,exact_witness,,
gl,32,,1.0,1000.0,1.0,1.0,1.0,,,exact_witness,,
gl,32,,1.0,10000.0,1.0000000000000002,1.0,1.0000000000000002,,,exact_witness,,
so,8,,,0.1,0.14427687553423674,1.0,0.14427687553423674,0.7043949741563819,0.290779798592683,adversarial_sup,0.14240006895895974,0.28699722819853163
so,8,,,1.0,0.18327799644973986,1.0,0.18327799644973986,0.7043949741563819,0.3693837886132995,adversarial_sup,0.16577086691970735,0.33409941209884664
so,8,,,10.0,0.2741924038651175,1.0,0.2741924038651175,0.7043949741563819,0.5526153215913158,adversarial_sup,0.2700314546690853,0.5442292239253075
so,8,,,100.0,0.27749837712940134,1.0,0.27749837712940134,0.7043949741563819,0.559278275972478,adversarial_sup,0.2769498124117701,0.5581726827336639
sym,8,,,0.1,0.20604414921616493,1.0,0.20604414921616493,0.7931118328409502,0.3275604266632079,adversarial_sup,0.20414843339116479,0.32454669641737705
sym,8,,,1.0,0.24690364890055616,1.0,0.24690364890055616,0.7931118328409502,0.3925171614250527,adversarial_sup,0.22351581026073103,0.35533614739123925
sym,8,,,10.0,0.3508753119147897,1.0,0.3508753119147897,0.7931118328409502,0.5578069909464712,adversarial_sup,0.3189812286430427,0.5071031026571466
sym,8,,,100.0,0.3574204961925676,1.0,0.3574204961925676,0.7931118328409502,0.5682122529389824,adversarial_sup,0.35665577911348745,0.5669965375029796
sl,8,,,0.1,0.33954116945298374,1.0,0.33954116945298374,0.9998436180152471,0.3396473906129167,adversarial_sup,0.33195150603990864,0.33205535286964616
sl,8,,,1.0,0.450583835043354,1.0,0.450583835043354,0.9998436180152471,0.45072479449661396,adversarial_sup,0.38067072676809427,0.3807898147897765
sl,8,,,10.0,0.6275995164125424,1.0,0.6275995164125424,0.9998436180152471,0.6277958529826088,adversarial_sup,0.5944979013823817,0.5946838825308954
sl,8,,,100.0,0.5785229994696529,1.0,0.5785229994696529,0.9998436180152471,0.5787039830721732,adversarial_sup,0.5941190550052754,0.5943049176364922
gl,8,,,0.1,0.3397587196647482,1.0,0.3397587196647482,1.0000000000000002,0.339758719664748,adversarial_sup,0.33071522623842453,0.33071522623842436
gl,8,,,1.0,0.451750776841909,1.0,0.451750776841909,1.0000000000000002,0.4517507768419088,adversarial_sup,0.3709737298321898,0.3709737298321896
gl,8,,,10.0,0.6309362663439981,1.0,0.6309362663439981,1.0000000000000002,0.6309362663439978,adversarial_sup,0.5534894010405442,0.553489401040544
gl,8,,,100.0,0.6123394248245293,1.0,0.6123394248245293,1.0000000000000002,0.6123394248245291,adversarial_sup,0.63507572484418,0.6350757248441796
